Customer_ID,Group,Purchase_Value
255,Social Media Ads,44.61260068
256,Social Media Ads,65.31531854
257,Social Media Ads,100.338223
258,Social Media Ads,60.84661069
259,Social Media Ads,83.87638856
260,Social Media Ads,90.49268107
261,Social Media Ads,56.46139057
262,Social Media Ads,73.80949288
263,Social Media Ads,10.1746532
264,Social Media Ads,54.51224717
265,Social Media Ads,69.94863697
266,Social Media Ads,50.04433636
267,Social Media Ads,107.6482261
268,Social Media Ads,46.39717244
269,Social Media Ads,66.19911027
270,Social Media Ads,77.61481155
